SITIO,DBO_mg/L,DQO_mg/L,SST_mg/L,COLI_FEC_NMP_100mL,E_COLI_NMP_100mL,OD_PORC,TOX_D_48_UT,TOX_V_15_UT
824,0.0045,0.0003,0.0001,0.0,0.0,0.4232,0.001,0.0011
823,0.0,0.0,0.0,0.0,0.0,0.4302,0.0012,0.0015
439,0.0,0.0,0.0,0.0,0.0,0.4302,0.0012,0.0015
243,0.0017,0.0121,0.0004,0.0,0.0,0.425,0.0002,0.0006
440,0.0,0.0,0.0,0.0,0.0,0.4302,0.0012,0.0015
441,0.0012,0.0005,0.0,0.0,0.0,0.4282,0.0005,0.0007
242,0.0035,0.0075,0.0005,0.0,0.0,0.4233,0.0009,0.0012
517,0.0142,0.0098,0.0002,0.0,0.0,0.403,0.0064,0.0089
519,0.0142,0.0098,0.0005,0.0,0.0,0.403,0.0064,0.0089
728,0.002,0.0026,0.0001,0.0,0.0,0.4265,0.0,0.0001
827,0.0044,0.0018,0.0002,0.0,0.0,0.4231,0.0011,0.0012
826,0.0053,0.0003,0.0,0.0,0.0,0.4221,0.0014,0.0016
352,0.0142,0.0098,0.0,0.0,0.0,0.4031,0.0064,0.0089
931,0.0031,0.0,0.0,0.0,0.0,0.4255,0.0004,0.0003
932,0.0,0.0,0.0,0.0,0.0,0.4302,0.0012,0.0015
935,0.0,0.0,0.0,0.0,0.0,0.4302,0.0012,0.0015
933,0.0,0.0,0.0,0.0,0.0,0.4302,0.0012,0.0015
934,0.0,0.0079,0.0,0.0,0.0,0.4285,0.0008,0.0007
936,0.0,0.0,0.0001,0.0,0.0,0.4301,0.0012,0.0015
937,0.0,0.0001,0.0,0.0,0.0,0.4301,0.0011,0.0015
1448,0.0142,0.0098,0.0004,0.0,0.0,0.403,0.0064,0.0089
1447,0.0142,0.0098,0.0,0.0,0.0,0.4031,0.0064,0.0089
269,0.0142,0.0098,0.0002,0.0,0.0,0.403,0.0064,0.0089
1446,0.0142,0.0098,0.0001,0.0,0.0,0.4031,0.0064,0.0089
502,0.0009,0.0,0.0,0.0,0.0,0.4287,0.0007,0.0009
434,0.0142,0.0098,0.0002,0.0,0.0,0.403,0.0064,0.0089
561,0.0,0.0,0.0,0.0,0.0,0.4302,0.0012,0.0015
562,0.0028,0.0,0.0,0.0,0.0,0.4259,0.0002,0.0001
738,0.0,0.0008,0.0008,0.0,0.0,0.4299,0.0011,0.0014
513,0.0142,0.0098,0.001,0.0,0.0,0.4029,0.0064,0.0089
514,0.0142,0.0098,0.0005,0.0,0.0,0.403,0.0064,0.0089
512,0.0142,0.0098,0.001,0.0,0.0,0.4029,0.0064,0.0089
511,0.0142,0.0098,0.0005,0.0,0.0,0.403,0.0064,0.0089
744,0.0142,0.0098,0.0005,0.0,0.0,0.403,0.0064,0.0089
190,0.0142,0.0098,0.0002,0.0,0.0,0.403,0.0064,0.0089
253,0.0142,0.0098,0.0002,0.0,0.0,0.403,0.0064,0.0089
516,0.0142,0.0098,0.0003,0.0,0.0,0.403,0.0064,0.0089
344,0.0142,0.0098,0.0,0.0,0.0,0.4031,0.0064,0.0089
318,0.0142,0.0098,0.0,0.0,0.0,0.4031,0.0064,0.0089
315,0.0143,0.0098,0.0039,0.0,0.0,0.4022,0.0064,0.0089
142,0.0142,0.0099,0.0039,0.0,0.0,0.4023,0.0064,0.0088
320,0.1019,0.3005,0.0096,0.0,0.0,0.193,0.0625,0.0907
321,0.0151,0.0116,0.004,0.0,0.0,0.4004,0.007,0.0097
1088,0.0347,0.0194,0.0019,0.0,0.0,0.3661,0.0207,0.0259
66,0.0381,0.0236,0.007,0.0,0.0,0.3659,0.0,0.0
913,0.0064,0.003,0.0002,0.0,0.0,0.4199,0.0021,0.0024
1631,0.0,0.0078,0.0001,0.0,0.0,0.4285,0.0008,0.0008
945,0.0009,0.0083,0.0001,0.0,0.0,0.4271,0.0003,0.0002
1630,0.0,0.0065,0.0001,0.0,0.0,0.4288,0.0009,0.0009
1629,0.0,0.0068,0.0,0.0,0.0,0.4287,0.0008,0.0008
12,0.3206,0.1123,0.0074,0.0,0.0,0.0531,0.0771,0.0
1085,0.4517,0.1795,0.0085,0.0,0.0,0.0256,1.0,0.1264
690,0.0052,0.0011,0.0,0.0,0.0,0.4184,0.0018,0.0031
691,0.0579,0.0203,0.0016,0.0,0.0,0.3366,0.0282,0.0342
908,0.0123,0.0081,0.0002,0.0,0.0,0.4084,0.0053,0.0069
668,0.0106,0.0037,0.0001,0.0,0.0,0.4134,0.0042,0.0049
112,0.0743,0.0222,0.0016,0.0,0.0,0.1135,0.0,0.044
111,0.0852,0.0273,0.0027,0.0,0.0,0.0848,0.0,0.0505
206,1.0,0.3536,0.0044,0.0,0.0,1.155,0.0,0.5727
408,0.1073,0.0902,0.0085,0.0,0.0,0.2814,0.2118,0.164
963,0.0122,0.0028,0.0012,0.0,0.0,0.4109,0.0049,0.0057
172,0.0,0.0,0.0005,0.0,0.0,0.4301,0.0012,0.0015
404,0.0,0.0,0.0,0.0,0.0,0.4302,0.0012,0.0015
666,0.0142,0.0098,0.0002,0.0,0.0,0.403,0.0064,0.0089
559,0.0142,0.0098,0.0003,0.0,0.0,0.403,0.0064,0.0089
558,0.0142,0.0098,0.0003,0.0,0.0,0.403,0.0064,0.0089
664,0.0142,0.0098,0.0003,0.0,0.0,0.403,0.0064,0.0089
665,0.0142,0.0098,0.0004,0.0,0.0,0.403,0.0064,0.0089
80,0.0142,0.0098,0.0004,0.0,0.0,0.403,0.0064,0.0089
760,0.0142,0.0099,0.0048,0.0,0.0,0.4022,0.0064,0.0088
1619,0.0142,0.0098,0.0004,0.0,0.0,0.403,0.0064,0.0089
1624,0.0142,0.0098,0.0001,0.0,0.0,0.4031,0.0064,0.0089
1623,0.0142,0.0098,0.0018,0.0,0.0,0.4027,0.0064,0.0089
1618,0.0142,0.0098,0.0003,0.0,0.0,0.403,0.0064,0.0089
1622,0.0142,0.0098,0.0006,0.0,0.0,0.403,0.0064,0.0089
1621,0.0142,0.0098,0.0007,0.0,0.0,0.403,0.0064,0.0089
1625,0.0142,0.0098,0.0004,0.0,0.0,0.403,0.0064,0.0089
1620,0.0142,0.0098,0.0003,0.0,0.0,0.403,0.0064,0.0089
612,0.0142,0.0098,0.0003,0.0,0.0,0.403,0.0064,0.0089
126,0.0142,0.0098,0.0005,0.0,0.0,0.403,0.0064,0.0089
55,0.0142,0.0098,0.0008,0.0,0.0,0.4029,0.0064,0.0089
1059,0.0142,0.0098,0.0004,0.0,0.0,0.403,0.0064,0.0089
769,0.0142,0.0098,0.0006,0.0,0.0,0.403,0.0064,0.0089
667,0.0142,0.0098,0.0006,0.0,0.0,0.403,0.0064,0.0089
716,0.0142,0.0098,0.001,0.0,0.0,0.4029,0.0064,0.0089
718,0.0142,0.0098,0.0007,0.0,0.0,0.4029,0.0064,0.0089
717,0.0142,0.0098,0.0008,0.0,0.0,0.4029,0.0064,0.0089
1706,0.0142,0.0098,0.0004,0.0,0.0,0.403,0.0064,0.0089
719,0.0142,0.0098,0.0004,0.0,0.0,0.403,0.0064,0.0089
546,0.0077,0.002,0.0001,0.0,0.0,0.4181,0.0027,0.0031
522,0.0077,0.0018,0.0,0.0,0.0,0.4181,0.0027,0.0031
521,0.0108,0.0021,0.0,0.0,0.0,0.4134,0.0042,0.0049
520,0.0115,0.0023,0.0001,0.0,0.0,0.4124,0.0045,0.0053
1708,0.0081,0.0018,0.0,0.0,0.0,0.4176,0.0028,0.0033
880,0.0,0.0006,0.0,0.0,0.0,0.43,0.0011,0.0014
925,0.0021,0.0052,0.0,0.0,0.0,0.4259,0.0001,0.0002
