DBO_mg/L,DQO_mg/L,SST_mg/L,COLI_FEC_NMP_100mL,E_COLI_NMP_100mL,OD_PORC,TOX_D_48_UT,TOX_V_15_UT
8.0,41.59,258.0,1408750.825159117,1100.0,110.2,1.0,1.0
2.0,32.21,110.9,6488.0,44324.95441573067,71.28030586958273,1.0,1.0
154.25,362.69,21.1,241960.0,241960.0,10.0,1.0,10.87
11.5,49.72,42.7,15970.0,3310.0,68.3,1.0,1.0
2.0,11.7,10.0,3076.0,10.0,152.7,1.0909624030953093,1.0
6.0,28.42,385.0,27550.0,1340.0,97.5,1.0,1.0
2.0,10.0,10.0,1793.0,22971.05825612208,84.2,0.9968154541244221,0.524508269304349
15.7,19.32,31.2,2359.0,84.0,108.4,1.0,1.0
18.0,20.26,31.6,987700.3659346085,63.0,111.8,1.05443662023141,1.0
2.0,17.56,48.6,6488.0,318.0,150.8,1.0,1.0
2.0,10.0,13.8,17329.0,52.0,96.8,1.0,1.0
104.5,195.33,96.2,241960.0,241960.0,21.1,1.0,1.0
130.0,205.95,142.5,24196.0,24196.0,73.5,1.0,1.0
199.25,271.28,119.9852795257732,2419600.0,2419600.0,10.0,1.8478327851044485,2.78
22.932300369157446,139.97,93.8,24196.0,24196.0,122.2,1.0,1.0
81.0,127.45751523096696,156.5,24196.0,24196.0,96.7,1.0,1.0
26.3,73.05,409.19305921876486,24196.0,24196.0,18.1,1.0,1.0
95.5,179.28,169.8330415434662,2419600.0,2419600.0,25.858531521862353,1.0,2.82
114.5,206.26,110.0,241960.0,241960.0,10.0,1.0,1.0
4.16,27.29783104013297,18.5,24196.0,20.0,107.5,1.0,1.0
-2.15416121813972,79.64,45.1,19863.0,132.0,108.1,1.0146705574322867,3.6079059594952314
2.0,10.0,26.4,24196.0,15531.0,71.5,1.0,1.0
2.0,10.0,43.5,-1161338.3820500877,24196.0,69.50633818862137,1.0,1.0
3.54,10.0,18.7,6867.0,717.0,135.9,1.0,1.0
8.1,35.03,30.8,24196.0,24196.0,88.2,1.0211177134536622,1.0
15.8,34.92,42.4,272925.0608779639,4611.0,90.4,1.0367166002458212,1.0
3.32,10.0,54.1219263601248,15531.0,441.0,135.3,1.0,1.0
2.0,17.39,127.05364341933569,24196.0,232.0,112.5,1.0,1.0
2.0,10.0,14.9,9208.0,3.0,92.3,1.0,1.0
2.0,10.0,66.0,24196.0,650.0,85.2,1.0,0.45838327347270424
2.0,15.96,11.5,75.0,3.0,138.1,1.0703076922502903,1.0
7.5,10.92,275.91727948999954,22470.0,630.0,54.8,1.0,1.0
10.2,13.44,130.6,-1620027.186897928,3110.0,56.5,1.0,0.8639755724940283
10.5,13.44,53.1,4260.0,520.0,53.8,1.0,1.0
10.3,13.31,215.39690299943578,4611.0,594.0,75.7,1.0,1.0
10.0,14.14,113.1,5794.0,767.0,70.5,1.0,1.0
86.5,118.18,84.7,24196.0,145.0,74.6,1.0,1.0
4.1,11.82,10.0,4106.0,462.0,29.2,1.0,1.0
27.48356199240756,34.15,10.0,17329.0,2014.0,43.9,1.0,1.0
4.24,10.0,18.4,7270.0,1616.0,59.5,1.0,1.0
-9.947384182575682,10.0,10.0,3255.0,399.0,109.3,1.0,1.0
2.0,10.0,10.0,1607.0,98.0,107.2,1.0,1.0
2.0,10.0,10.0,2481.0,52.0,71.58415011613559,1.0,1.0
2.0,12.66,10.0,3255.0,211.0,46.4,1.0,1.0
14.2,25.08,17.4,3076.0,754.0,68.1,1.0,1.0
6.5,10.08,232.05512131105348,22470.0,520.0,70.58985979786786,1.0,1.0
91.0,128.67,216.0,24196.0,24196.0,27.2,1.0,35.71
97.0,116.46,151.0,24196.0,24196.0,26.1,1.0,9.09
2.0,10.0,10.0,727.0,134.0,77.7,1.0,1.0
2.0,10.0,10.0,2752.0,120.0,65.7,1.0,1.0
2.0,10.0,12.4,8164.0,62713.82416786408,66.3,1.0,1.0
2.0,10.0,41.1,2359.0,520.0,81.3,1.0,1.0
11.3,14.21,114.1,19863.0,1014.0,69.73234427011458,1.0,1.0
2.0,10.0,15.8,5172.0,2723.0,120.7,1.0,1.0
2.0,10.0,10.5,2613.0,20.0,119.8,1.0,1.0
-8.353407920313334,10.696865235255054,230.2,15531.0,471.0,106.1,1.0,1.0
7.1,10.0,801.0,528.0,-32018.025362700064,116.2,1.0,1.0
4.62,12.42,10.0,2613.0,86.0,99.3,1.0,1.0
3.0203035106917326,13.25,17.8,12033.0,30942.829282736086,82.9,1.0,1.0
4.56,14.14,12.0,24196.0,19863.0,93.4,1.0,1.0
2.0,12.48,22.0,63.0,20.0,91.1,1.0,1.0
2.0,10.0,174.2,-578286.8775104927,520.0,86.3,1.0,1.0
4.32,15.81,28.8,24196.0,142.0,90.8,1.0,1.0
-6.2616555285122715,26.04,448.8,24196.0,2247.0,111.3,1.0,1.0
2.0,23.52,450.0,24196.0,8164.0,104.8,1.0,0.8815092550247383
2.0,10.0,13.9,3654.0,295.0,96.1,1.0,1.0
2.0,10.0,18.7,2014.0,288.0,71.57592107801503,1.0,1.0
8.041910405379234,10.0,10.0,24196.0,24196.0,70.07762964313223,1.0,1.0
2.0,22.44857273862408,10.0,24196.0,24196.0,99.4,1.0,1.0
2.0,10.0,10.0,24196.0,41.0,95.7,1.0,1.0
2.0,25.2,21.7,1872.0,20.0,107.0,1.026282900744359,0.9388917189313823
2.0,10.92,20.3,3654.0,122.0,103.8,1.0,1.0
2.0,12.6,35.4,15531.0,2909.0,110.0,1.0,1.0
2.0,22.68,49.3,-1198294.4471913474,2143.0,69.92127558314765,1.0,1.0
5.0,71.77,568.0,81640.0,9330.0,101.1,1.0,2.8953054655590056
2.0,25.08,515.0,57940.0,7230.0,95.5,1.0,1.0
4.8,10.0,50.5,2613.0,359.0,89.0,1.0,1.0
2.0,10.0,158.0,7270.0,1124.0,104.2,1.0,1.0
2.0,10.0,150.5,24196.0,3076.0,71.50541964327803,1.0,1.0
6.6,16.88,211.8,173290.0,61310.0,100.9,1.0,0.4462349716522793
4.5,10.0,176.3,34480.0,1680.0,102.0,1.023839079534915,1.0
2.0,10.0,136.43504182937647,24196.0,1296.0,106.7,1.0,1.0
2.0,10.0,10.0,2909.0,177.0,71.58312653485278,1.0,1.0
11.9,15.81,140.7572731677239,3255.0,2046.0,102.2,1.0,1.0
10.9,36.6763566120252,482.0,1553.0,-18077.562653944784,102.1,1.0,1.0
8.6,10.82,182.82880904458068,2481.0,798.0,93.2,1.0,0.0571187516912961
7.9,35.05652268916968,3615.0,3873.0,203.0,86.3,1.0,1.0
37.36391759375627,73.29,214.5,24000.0,24000.0,47.4,1.0,1.0
10.0,103.29,1778.9,24000.0,24000.0,70.16751074623528,1.0,1.0
10.33,107.88,372.41208237017,24000.0,24000.0,50.8,0.9806101887049422,1.0
8.67,92.46,3393.3,24000.0,24000.0,48.9,1.0,1.0
10.67,35.111704150826895,4700.0,24000.0,24000.0,54.2,1.0,1.0
4.29,70.38,103.0,750.0,61793.13936172408,68.3,1.0,3.321879804273378
4.46,72.04,94.0,4600.0,930.0,65.9,1.0,3.2850629599445558
27.020004367669017,68.29,58.0,24000.0,28924.40860305028,66.7,1.0,1.0
53.33,124.54,57.9,210.0,150.0,10.0,1.0423071108098496,1.0
2.0,63.71,52.0,24000.0,31151.908967524767,71.97622686279877,1.0,1.0
80.10510374568129,167.94,24.0,24000.0,24000.0,16.5,1.0,1.0
5.17,59.13,269.95349474047566,1500.0,930.0,74.1,0.9910278112798854,1.0
4.33,55.38,163.3,24000.0,24000.0,61.8,1.0,1.0
6.0,67.46,151.1,24000.0,11000.0,63.1,1.0,1.0
14.67,127.04,336.0,24000.0,24000.0,40.2,1.0,1.0
16.67,106.21,536.7,750.0,230.0,28.4,1.0,1.0
5.0,15.910991904094665,47.8,24000.0,24000.0,29.1,1.0,1.0
30.0,117.46,424.0,930.0,430.0,10.0,1.0,4.381597564020228
8.8,32.53469473528547,659.5,18600.0,1210.0,94.5,1.0,1.0
0.7705309438640668,11.7,10.0,8164.0,3.0,87.2,1.0,1.0
10.0,10.0,39.0,24196.0,24196.0,62.3,1.0,1.0
2.0,15.88,10.0,17329.0,31.0,87.8,1.0,1.0
2.0,14.21,10.0,11199.0,52660.14574178247,70.96184357548849,1.0,1.0
2.0,12.54,10.0,2909.0,41.0,85.2,1.0,1.0
2.0,10.87,190.90618933379272,3255.0,24109.40665568065,87.0,1.0,1.0
16.0,19.32,45.2,24196.0,24196.0,75.7,1.0,1.0
16.9,39.05863020707754,32.7,24196.0,15531.0,76.0,1.0,1.0
16.8,19.32,31.9,24196.0,12033.0,86.4,1.0,1.0
15.5,40.052765229904125,188.7081896536049,24196.0,6131.0,91.3,1.0,1.0
4.72,25.78914855200118,27.5,12033.0,278.0,92.9,1.0,1.0
17.6,20.16,25.4,11199.0,771.0,94.7,1.0,1.0
2.0,67.46,260.0,24000.0,35546.294822586206,68.5,1.0,1.0
2.0,24.27,94.0,24000.0,2100.0,62.3,1.0,1.0
2.0,65.79,251.2,24000.0,43160.07664567165,64.7,1.0,1.0
2.0,32.88,84.0,24000.0,4600.0,61.7,0.961502529968974,1.0
2.0,35.38,80.0,-1725382.5697884075,-17430.701194433743,60.2,1.0,1.0
37.76891046664599,81.63,486.7,445185.52712624986,1500.0,54.4,1.0,1.0
17.0,86.63,646.2,24000.0,24000.0,57.6,1.0,1.0
14.5,25.36322679293169,143.7,-1325347.463712993,24000.0,51.3,1.0,1.0
17.5,77.46,225.0,24000.0,1500.0,65.2,1.0,1.0
2.0,10.0,10.0,93.0,43.0,88.0,1.0,1.0
8.87,42.87,28.0,2400.0,1100.0,48.0,1.0,1.0
12.23,24.9938175075158,10.0,2400.0,1100.0,22.0,1.0,1.0
20.63,33.73,13.0,2400.0,11.0,67.0,1.0,1.0
20.8,49.57,34.0,2400.0,101215.58448162701,32.0,1.0,1.0
17.2,38.77,13.0,2400.0,2400.0,68.91175500668392,1.0,1.0
43.96929339773108,38.63,10.0,2400.0,210.0,11.0,1.0,1.0
11.97,29.18,393.2093246706372,2400.0,75.0,17.0,1.0,1.0
2.0,26.77,10.0,2400.0,2400.0,40.0,1.0,1.0
21.4,37.51,10.0,865675.6631299704,70215.68421314991,74.0,1.0,1.0
9.73,59.98,232.3411747405858,2400.0,2400.0,85.0,1.0201955289957467,1.0
5.93,85.86,107.0,2400.0,2400.0,90.0,1.0,1.0
2.0,10.0,10.0,2400.0,2400.0,86.0,1.0,1.0
12.17,86.62,32.0,2400.0,460.0,66.0,1.0,1.0
2.0,22.493667787528665,10.0,2400.0,2400.0,96.0,1.0,1.0
2.0,10.0,10.0,2400.0,2400.0,94.0,1.0,1.0
2.0,32.64,10.0,2400.0,2400.0,71.64573387484376,1.0,1.6090514371302362
2.0,10.0,10.0,-674742.6333920918,2400.0,84.0,1.0,1.0
2.0,10.0,217.32035993427002,2400.0,460.0,78.0,1.0,1.0
1.9883690566038794,12.49,38.0,2400.0,240.0,85.0,1.0,1.0
2.0,41.05,44.0,1100.0,210.0,86.0,1.0,1.0
4.1,47.13,40.0,482084.2871328648,34399.02905762338,86.0,1.0,1.0
3.4844438915643607,19.01,29.0,1100.0,150.0,86.0,1.0,1.0
2.05,36.71,30.0,2400.0,2400.0,87.0,0.997265983885503,1.6543553154604032
2.05,10.0,28.0,2400.0,28359.84579531406,85.0,1.0,1.0
3.73,10.0,10.0,43.0,43.0,78.0,1.0,1.0
2.65,21.756373289717388,10.0,210.0,210.0,85.0,1.0,1.0
2.05,16.799236130500113,10.0,150.0,48150.218679037,69.0,0.9790350327383184,1.0
2.0,43.56,10.0,2400.0,2400.0,91.0,1.0,1.0
15.03983128161785,52.69,84.0,707102.2796134222,2400.0,87.0,1.0,1.0
2.61,39.48,100.0,1100.0,1100.0,87.0,1.0,1.7387492618136704
2.0,10.0,10.0,794.0,52.0,28.3,1.0,1.0
12.431456971482767,26.0,10.0,11000.0,2100.0,71.2,1.0,1.0
2.0,10.14,10.0,230.0,90.0,88.8,1.0,1.0
7.201820812521817,10.0,10.0,11000.0,4600.0,72.1,1.0,1.0
2.0,32.69,12.8,-2077594.2965352265,82.5,50.15,1.0,1.0
2.02,40.87,10.0,10830.5,2504.0,15.6,1.0,1.0
9.6,49.72,10.0,24196.0,12141.0,14.05,1.0,1.0
2.0,15.13550655392379,20.7,1122.0,63.0,46.65,1.0,1.0
37.44,42.11,42.0,28.0,7.0,64.89513958079347,1.0,1.0
3173.5247614195737,6428.048071893753,157.15,480420980.0,19505980.0,10.0,2.63,25.64
3.12,10.0,156.49665224469436,88.0,21.0,97.8,1.0,1.2
2.0,10.0,10.0,546.5,161.0,96.5,1.0,1.0
80.5,266.75,147.6,241960.0,241960.0,10.0,1.0,1.0
2.0,10.0,14.3,148.0,63.0,100.7,1.0,1.0
2.0,10.0,28.6,4611.0,3448.0,85.6,1.0,1.0
6.72,65.03,26.0,309.0,259.0,91.8,1.0,1.0
4.4,15.73,10.0,24196.0,1842.0,79.6,1.0,1.0
