DQO_mg/L,TOX_V_15_UT,E_COLI_NMP_100mL,TOX_D_48_UT
88.62,1.0,27550.0,1.0
10.0,0.9438,10.0,0.9969
28.98,0.876,3.0,0.9915
10.0,0.8537,3.0,0.9906
19.87,0.8654,3.0,0.991
16.56,0.8615,3.0,0.9909
15.73,0.9022,3.0,0.9938
87.1593,1.8787,54827.659,1.0526
87.1783,1.8786,54818.7767,1.0526
87.1814,1.8785,54816.6515,1.0526
87.1807,1.8785,54816.9768,1.0526
87.2794,1.8778,54838.1285,1.0525
87.1952,1.8784,54837.3472,1.0526
66.46,1.0,5610.0,1.0
87.1951,1.8784,54809.9827,1.0526
87.1978,1.8784,54808.6814,1.0526
10.0,0.9889,3270.0,0.9999
10.0,0.8536,75.0,0.9906
10.0,0.8539,3.0,0.9906
10.0,0.8541,3.0,0.9906
10.0,1.0,24196.0,1.0034
36.56,0.884,20.0,0.9918
142.0,1.2098,17117.2139,1.0584
50.1429,1.1115,20739.0634,1.0376
45.9989,1.1151,68037.8634,1.0398
46.1395,1.1179,68078.0575,1.0398
43.6078,1.0676,67354.564,1.0389
50.4998,1.2045,69324.0741,1.0414
14.9039,0.095,50633.8256,1.0176
1410.0,6.9847,154556.7772,1.4085
87.1543,1.8787,54829.8264,1.0526
55.2955,1.2355,26248.7107,1.0401
87.165,1.8787,54824.6215,1.0526
23.0,0.6769,18656.9045,1.0114
38.0,1.0468,56208.469,0.9968
18.0,0.7136,22796.0724,1.0088
11.7,0.856,10.0,0.9907
44.0,0.9863,12134.8008,1.0385
94.0,1.1366,28853.9741,1.0948
44.0,1.4135,35798.4479,1.0394
98.0,1.0123,26268.359,1.032
94.0,1.2891,36017.2111,1.0402
91.0,1.0974,32764.1508,1.0299
122.5,1.5913,62269.7026,1.033
62.0,1.0202,23870.3086,1.0308
88.0,1.084,24005.5771,1.0376
140.5,1.736,82497.8695,1.0322
24.0,0.7612,28050.5267,1.0069
87.1538,1.8788,54854.8,1.0526
87.2027,1.8784,54845.1787,1.0526
87.1735,1.8786,54822.2989,1.0526
87.1644,1.8787,54834.0294,1.0526
41.77,0.8894,3.0,0.9921
10.0,0.8525,3.0,0.9905
10.0,0.8536,31.0,0.9906
10.0,0.8797,10.0,0.9924
12.6,0.9184,3.0,0.995
35.95,1.0287,748.0,1.0019
21.84,1.388,10.0,1.0277
49.54,1.0034,41.0,0.9997
24.36,0.8723,987.0,0.9913
10.0,0.9693,10.0,0.9987
87.1728,1.8786,54829.9631,1.0526
87.3075,1.8776,54756.6467,1.0525
87.1504,1.8788,54833.9499,1.0526
10.0,0.854,31.0,0.9906
10.0,0.8538,3.0,0.9906
10.92,1.0069,3.0,1.0013
10.0,0.9321,3.0,0.9961
10.0,0.9527,3.0,0.9975
13.44,1.1761,10.0,1.0131
10.92,0.9531,3.0,0.9975
10.08,0.9393,3.0,0.9966
10.0,0.9616,3.0,0.9981
87.2011,1.8784,54823.2041,1.0526
16.64,1.2674,20.0,1.0194
37.85,1.3081,3.0,1.0216
24.13,1.457,10.0,1.0325
22.46,1.3444,3.0,1.0247
87.2365,1.8781,54790.0859,1.0526
87.248,1.8781,54863.4732,1.0525
87.219,1.8783,54809.1438,1.0526
10.0,0.8542,3.0,0.9906
10.0,0.8539,3.0,0.9906
10.0,0.8539,3.0,0.9906
10.0,0.8539,3.0,0.9906
22.46,0.8634,20.0,0.9908
10.0,0.8541,3.0,0.9906
10.0,0.8541,3.0,0.9906
10.0,0.8533,3.0,0.9906
87.1448,1.8791,55730.3865,1.0526
87.2862,1.878,55661.5839,1.0526
87.3653,1.8772,54954.0519,1.0525
87.2345,1.8783,55131.6668,1.0526
87.2718,1.8779,54786.3553,1.0525
87.2298,1.8782,54928.2766,1.0526
87.1609,1.879,55722.5791,1.0526
87.1138,1.8793,55745.5133,1.0526
87.1599,1.8787,54895.8918,1.0526
87.1558,1.8788,54895.244,1.0526
10.0,0.8541,31.0,0.9906
10.0,0.9232,10.0,0.9954
10.0,0.8523,3.0,0.9905
11.65,0.8555,3.0,0.9906
122.6548,2.6381,89943.6385,1.0678
20.9,1.1339,3.0,1.01
17.56,1.0,16596.7942,1.0
85.4603,1.8991,79314.6654,1.0542
87.1507,1.8788,54831.6156,1.0526
87.154,1.8787,54829.9891,1.0526
87.1507,1.8788,54831.6156,1.0526
87.164,1.8787,54825.1095,1.0526
87.1507,1.8788,54831.6156,1.0526
87.1507,1.8788,54831.6156,1.0526
87.154,1.8787,54829.9891,1.0526
87.1841,1.8785,54815.3502,1.0526
87.1871,1.8785,54817.1084,1.0526
87.1707,1.8786,54821.8564,1.0526
87.2035,1.8784,54811.31,1.0526
87.1718,1.8786,54836.3894,1.0526
87.1504,1.8788,54834.4168,1.0526
29.66,0.8826,2400.0,0.9916
35.92,0.9267,2400.0,0.9945
30.67,0.9305,2400.0,0.9949
22.22,0.9082,2400.0,0.9937
62.72,1.0053,2400.0,0.9991
36.4009,1.0,16428.8637,1.0
40.34,0.9151,2400.0,0.9935
35.85,0.8898,2400.0,0.9919
19.41,1.0154,2400.0,1.0013
37.47,1.0419,2400.0,1.0025
10.0,0.9849,2400.0,0.9995
85.4603,1.8991,79314.6654,1.0542
85.4603,1.8991,79314.6654,1.0542
85.4603,1.8991,79314.6654,1.0542
87.1607,1.8787,54826.736,1.0526
35.66,0.9025,430.0,0.9931
109.7147,2.381,86245.7829,1.063
64.5651,1.484,73343.4823,1.0466
87.0985,1.8793,55425.0418,1.0526
87.0917,1.8794,55428.3762,1.0526
87.1518,1.8788,54874.8165,1.0526
87.1476,1.8788,54901.2292,1.0526
87.1429,1.879,55289.7842,1.0526
87.1429,1.8789,54937.5325,1.0526
87.3114,1.8777,55227.0966,1.0525
87.0994,1.8793,55350.4304,1.0526
87.1801,1.8787,55268.932,1.0526
87.0576,1.8798,55772.8392,1.0527
76.21,0.9308,650.0,0.9937
13.44,0.8582,20.0,0.9908
72.03,0.9257,3.0,0.9935
10.0,0.9968,58117.5252,0.9928
10.0,0.8541,20.0,0.9906
10.0,0.8543,86.0,0.9906
10.0,0.8538,30.0,0.9906
